1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
63063,751744,1428536,6769678,7003818,8589432,15755082,17829018,20077714,23733548,32819831,32638458,50600051,54778347,85278378,85641452,64802562,48009551,42298936,79189497,34858816,48735996,66958586,71224974,75168191,94783586,105045047,134899148,159361217,160528325,189124318,201781025,170817808,158333040,223002684,174141198,294250026,872688417,1539005558,1000475760,5904807482,3945713871,1474768989,1117132148,643578118,14780409,53
