US,GB,DE,IT,AU,BE,CH,NL,LU,JP,ZW,ZC,BR,CA,ES,BM,SE,FR,IE,HK,AT,IN,PK,FI,IS,DD,NO,YU,XX,ID,RO,BB,PH,AN,MP,ZA,PT,GR,SG,KN,TH,TT,DK,NZ,NC,KE,AR,MG,RE,PL,CM,MU,PF,DO,BS,JM,CR,TW,MO,CN,KR,CO,VE,EC,PA,HN,PE,LC,GU,CI,VU,KY,MQ,AG,MX,GP,CK,HT,GF,UM,MM,FJ,HU,TR,NG,PG,SV,GT,SR,MT,SZ,IR,CL,BO,VG,UY,PY,MS,PW,SA,AW,LK,SC,MY,AE,nan,IL,MC,IQ,BH,CY,JO,KW,LB,GI,QA,SN,OM,CU,LI,SU,AS,ML,CZ,KP,WS,NI,GH,SB,DM,RU,BG,UG,RW,VI,PR,GA,TZ,GD,SK,MA,GY,EG,HR,AD,SI,LV,VN,ET,AZ,CG,TG,BN,AM,AI,BZ,MK,EE,TM,KZ,UA,BJ,ZM,GE,BW,MV,BD,FM,KH,SY,LT,TN,VA,NP,JE,BI,SL,DZ,TC,KG,FO,CS,BY,LA,MR,VC,GN,WF,SD,MD,GL,AO,RS,CD,UZ,BA,ME,AL,NF,CV,TJ,LR,MZ,SO,YE,MF,NE,SX,GQ,CW,MW,LY,DJ,KI,PC,LS,HM,BT,EH,GM,CF,ST,FK,BF,TK,KM,IO,TD,XV,NR,AF,MN,ER,GG,SH,NT,SM,IM,CX,TO,HS,BQ,CP,TF,YT,TV,BL,MH,PM,TL,KV
692812048,49511092,959414146,27650286,14422124,11701855,11800761001,1237048077,98503,331845616,34530,27543,24184330,46995777,8967286,29396,17402551,209295340,2361127,646253152,287240084,196942895,309820,11132379,86487,125977,16284901,129700,13392003,18886660,872473,212107,16179680,109565,3116,2644071,422582,373800,56651082,7336,32568698,827971,14270192,762848,243129,174883,6170803,2414545,4143871,5224971,9080,11812887,113957,7315776,424255,852824,2391194,37044788,1282546,694075041,768286911,32165812,428702,176451,2921685,2074249,32381,45041,169358,100279,1250,43492,269448,65164,21218394,445510,230,9184,74551,19569,940514,66761,8877110,273845919,74888,36844,169737,1248647,958392,629166,74585,1399685,1159973,17041,3329,2647966,284506,305,3219,36804195,122893,10304041,60194,18245669,200201691,0,10135368,2245964,685681,329914,5148329,198964,19702260,1637600,11158,11742697,38441,605884,44433,1462,19589,300,15606,582472,676162,3300,40059,291962,7710,66871,57096070,3721184,6130,136,42467,1150149,17002,104753,24503,131269,2323086,43275,241832541,221175,61484,132073,623125,161612729,4851,823719,11084,13452,1299324,1855865,642,201520,169451,624012,138366,945316,7484528,7182,9978,6614054,382154,1607332,634712,4750,75292,21912,143566,84500,471,538775,487,101,11623,80022706,582,206863,4864,10532,2075396,1582271,34562,1214,2526143,396,11895,4232970,381,21536,1753598,40608,69479,867356,117851,83586,290,1599,2714,1693,5994,14,133373,693,23403,20180,118,31566,768,171686,3870,216,24461,2428,3,234,6,1870,1502,42,27,157,256,600,182,4321,780290,5,142958,56791,5,728,3,11002,489,1158,374,250,57,2883,12,1002,9678,10,1119,62,11,13,126403
