Loxodonta,226753742
Varanus,229544380
Aquilaria,242321802
Pericopsis,310804387
Chlorocebus,364050877
Cymbidium,584206927
Dendrobium,645412173
Phalaenopsis,797645471
Euphorbia,835648430
Gonystylus,1032717684
Galanthus,1564187182
Aloe,2375102044
Bulnesia,4326666754
Acipenser,6018961627
